Type	ID	Name	Modified	Version List	Date	Time	Compiled	Locked	Locked By
1	307	Inventory Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	308	No. Series	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	309	No. Series Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	310	No. Series Relationship	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	311	Sales & Receivables Setup	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
1	312	Purchases & Payables Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	313	Inventory Setup	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	314	Resources Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	315	Jobs Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	317	Payable Vendor Ledger Entry	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	318	Tax Area	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	319	Tax Area Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	320	Tax Jurisdiction	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	321	Tax Group	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	322	Tax Detail	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	323	VAT Business Posting Group	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	324	VAT Product Posting Group	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	325	VAT Posting Setup	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	328	Currency for Fin. Charge Terms	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	329	Currency for Reminder Level	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	330	Currency Exchange Rate	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	331	Adjust Exchange Rate Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	332	Currency Total Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	333	Column Layout Name	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	334	Column Layout	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	335	Resource Price Change	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	336	Tracking Specification	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	337	Reservation Entry	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	338	Entry Summary	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	339	Item Application Entry	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	340	Customer Discount Group	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	341	Item Discount Group	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	342	Acc. Sched. Cell Value	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	343	Item Application Entry History	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	347	Close Income Statement Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	348	Dimension	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	349	Dimension Value	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	350	Dimension Combination	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	351	Dimension Value Combination	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	352	Default Dimension	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	353	Dimension ID Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	354	Default Dimension Priority	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	360	Dimension Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	363	Analysis View	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	364	Analysis View Filter	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	365	Analysis View Entry	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	366	Analysis View Budget Entry	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	367	Dimension Code Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	368	Dimension Selection Buffer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	369	Selected Dimension	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	370	Excel Buffer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	371	Budget Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	372	Payment Buffer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	373	Dimension Entry Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	374	G/L Acc. Budget Buffer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	375	Dimension Code Amount Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	376	G/L Account (Analysis View)	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	377	Object Translation	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	378	Report List Translation	No	NAVW16.00.01	14-08-09	12:00:00	Yes	No	
1	379	Detailed Cust. Ledg. Entry	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	380	Detailed Vendor Ledg. Entry	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	381	VAT Registration No. Format	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	382	CV Ledger Entry Buffer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	383	Detailed CV Ledg. Entry Buffer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	384	Reconcile CV Acc Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	386	Entry No. Amount Buffer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	388	Dimension Translation	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	390	Availability at Date	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	394	XBRL Taxonomy	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	395	XBRL Taxonomy Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	396	XBRL Comment Line	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	397	XBRL G/L Map Line	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	398	XBRL Rollup Line	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	399	XBRL Schema	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	400	XBRL Linkbase	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	401	XBRL Taxonomy Label	No	NAVW16.00.01	14-08-09	12:00:00	Yes	No	
1	402	Change Log Setup	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	403	Change Log Setup (Table)	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	404	Change Log Setup (Field)	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	405	Change Log Entry	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	408	XBRL Line Constant	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	409	SMTP Mail Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	410	IC G/L Account	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	411	IC Dimension	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	412	IC Dimension Value	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	413	IC Partner	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	414	IC Outbox Transaction	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	415	IC Outbox Jnl. Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	416	Handled IC Outbox Trans.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	417	Handled IC Outbox Jnl. Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	418	IC Inbox Transaction	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	419	IC Inbox Jnl. Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	420	Handled IC Inbox Trans.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	421	Handled IC Inbox Jnl. Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	423	IC Inbox/Outbox Jnl. Line Dim.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	424	IC Comment Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	426	IC Outbox Sales Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	427	IC Outbox Sales Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	428	IC Outbox Purchase Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	429	IC Outbox Purchase Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	430	Handled IC Outbox Sales Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	431	Handled IC Outbox Sales Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	432	Handled IC Outbox Purch. Hdr	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	433	Handled IC Outbox Purch. Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	434	IC Inbox Sales Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	435	IC Inbox Sales Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	436	IC Inbox Purchase Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	437	IC Inbox Purchase Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	438	Handled IC Inbox Sales Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	439	Handled IC Inbox Sales Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	440	Handled IC Inbox Purch. Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	441	Handled IC Inbox Purch. Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	442	IC Document Dimension	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	450	Bar Chart Buffer	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	452	Approval Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	453	Approval Code	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	454	Approval Entry	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	455	Approval Comment Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	456	Posted Approval Entry	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	457	Posted Approval Comment Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	458	Overdue Notification Entry	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	459	Sales Prepayment %	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	460	Purchase Prepayment %	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	461	Prepayment Inv. Line Buffer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	462	Payment Term Translation	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	463	Shipment Method Translation	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	464	Approval Templates	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	465	Additional Approvers	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	470	Job Queue	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	471	Job Queue Category	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	472	Job Queue Entry	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	474	Job Queue Log Entry	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	480	Dimension Set Entry	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	481	Dimension Set Tree Node	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	482	Reclas. Dimension Set Buffer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	485	Business Chart Buffer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	486	Business Chart Map	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	487	Business Chart User Setup	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	550	VAT Rate Change Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	551	VAT Rate Change Conversion	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	552	VAT Rate Change Log Entry	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	560	VAT Clause	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	561	VAT Clause Translation	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	740	VAT Report Header	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
